Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
baevertragt-tank-hurtigt-uden-spild,,,,,,,Farve,Gul,,,,,BAEVER-MISC-004-5,shopify,0,continue,manual,99.00,,TRUE,TRUE,,,,,,,
baevertragt-tank-hurtigt-uden-spild,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/Namnlosdesign_17.png?v=1775245629,2,,,,,
baevertragt-tank-hurtigt-uden-spild,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/Namnlosdesign_16.png?v=1775245629,3,,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,Sædebetræk til Havetraktor – Slidstærkt 600D Oxford,"<div style=""max-width:720px;margin:0 auto;"">

<h2>Træt af et vådt, varmt og revnet sæde?</h2>
<p>Originalpuden på havetraktoren tørrer ud, revner og bliver stenhård efter bare et par sæsoner i sol og regn. Du sætter dig på et vådt sæde om morgenen, et brandvarmt om eftermiddagen – og hver eneste ujævnhed i græsplænen mærkes lige ind i ryggen. Det, der burde være behageligt, bliver det værste ved at slå græs.</p>

<!-- GIF 1: byt ut bilden nedan mot en animerad GIF (problem) -->
<p style=""text-align:center;""><img src=""https://cdn.shopify.com/s/files/1/1013/0322/2621/files/dc72d185-eb2a-4b3b-83fd-8c32ebd0a502.jpg?v=1781962959"" alt=""Slidt plæneklippersæde"" style=""max-width:100%;border-radius:12px;""></p>

<h2>Løsningen: redder sædet på under 60 sekunder</h2>
<p>Vores sædebetræk i kraftigt 600D Oxfordstof trækkes direkte hen over din eksisterende pude. Det vandafvisende stof holder bagdelen tør, den polstrede inderside giver en blødere kørsel, og de justerbare remme holder alt fast på plads – også på ujævn grund. Intet værktøj, intet besvær. Træk på, spænd fast, kør.</p>

<!-- GIF 2: byt ut bilden nedan mot en animerad GIF (lösning/montering) -->
<p style=""text-align:center;""><img src=""https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6ba42dd1-e866-4d3c-a388-47d352b593d6.jpg?v=1781962959"" alt=""Sædebetræk monteres på plæneklipper"" style=""max-width:100%;border-radius:12px;""></p>

<h2>Funktioner</h2>
<ul>
<li>
<strong>Kraftigt 600D Oxfordstof</strong> – tåler sol, regn og daglig brug sæson efter sæson.</li>
<li>
<strong>Vandafvisende overflade</strong> – tørt og behageligt sæde selv efter regn og morgendug.</li>
<li>
<strong>Justerbare remme</strong> – sidder fast og glider ikke under kørsel.</li>
<li>
<strong>Universel pasform</strong> – passer til de fleste havetraktorer og plæneklippere.</li>
<li>
<strong>Monteres på under 60 sekunder</strong> – intet værktøj nødvendigt.</li>
<li>
<strong>Flere farver</strong> – vælg den, der passer til din maskine.</li>
</ul>

<p style=""text-align:center;""><img src=""https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0d5c10ca-0994-4b04-b273-9bb96296a1c3.jpg?v=1781962960"" alt=""Justerbare remme og pasform"" style=""max-width:100%;border-radius:12px;""></p>

<h2>30 dages tilfreds-kunde-garanti</h2>
<p>Vi er sikre på, at du kommer til at elske dit nye sædebetræk. Er du ikke helt tilfreds inden 30 dage, får du pengene tilbage – ingen risiko for dig. Bestil i dag og giv sædet den beskyttelse, det fortjener.</p>

</div>",Bæverbutikken,Have & plæneklippertilbehør,"plæneklipper, sædebetræk, test, traktor, have, havetraktor",FALSE,Farve,Grå,,,,,BAEVER-GARD-005-1,shopify,0,continue,manual,429.00,529.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0f0c537d-522e-4e1a-b9f7-653c141d8dc5.jpg?v=1781962959,1,Sædebetræk til havetraktor,FALSE,Sædebetræk til Havetraktor – 600D Oxford,"Slidstærkt, vandafvisende sædebetræk til havetraktor. Nem montering på 60 sekunder. 30 dages garanti.",draft
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,Farve,Sort,,,,,BAEVER-GARD-005-2,shopify,0,continue,manual,429.00,529.00,TRUE,TRUE,,,,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,Farve,Grøn,,,,,BAEVER-GARD-005-3,shopify,0,continue,manual,429.00,529.00,TRUE,TRUE,,,,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,Farve,Lysegrå,,,,,BAEVER-GARD-005-4,shopify,0,continue,manual,429.00,529.00,TRUE,TRUE,,,,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/dc72d185-eb2a-4b3b-83fd-8c32ebd0a502.jpg?v=1781962959,2,Sædebetræk monteret på plæneklipper,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6ba42dd1-e866-4d3c-a388-47d352b593d6.jpg?v=1781962959,3,600D Oxford sædebetræk detalje,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f90decd3-e248-46e8-92f0-055a17e3fda3.jpg?v=1781962959,4,Sædebetræk pasform,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/0d5c10ca-0994-4b04-b273-9bb96296a1c3.jpg?v=1781962960,5,Justerbare remme,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/faab8a98-428b-4129-b11c-777252f71d2a.jpg?v=1781962959,6,Vandafvisende stof,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/24e2ec09-cf44-4b0b-97b8-e1296735ecc2.jpg?v=1781962959,7,Sædebetræk farvevalg,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/7cd7b402-132a-4f4f-8b9a-06e15ec2aeaa.jpg?v=1781962960,8,Sædebetræk i brug,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ea5c10c1-6f0c-46fa-a2c4-02097aeaa1e9.jpg?v=1781962960,9,Sædebetræk nærbillede,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2db86f61-6f55-4b63-921c-fd7c4d3a7a82.jpg?v=1781962959,10,Sædebetræk universel pasform,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/bccd9cd1-a768-4ee0-9a4f-fe3ae46a85cf.jpg?v=1781962960,11,Sædebetræk montering,,,,
saedebetraek-til-havetraktor-slidstaerkt-600d-oxford,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/WhatsAppImage2026-08-03at09.04.43.jpg?v=1785742031,12,,,,,
trekantet-solsejl-uv-beskyttelse-til-have-terrasse,Trekantet Solsejl – UV-beskyttelse til Have & Terrasse,"<div style=""max-width:720px;margin:0 auto;"">

<h2>Solen gør terrassen ubrugelig midt på dagen</h2>
<p>Når solen står højest, bliver altanen, poolkanten og terrassen alt for varm at opholde sig på. Du og børnene tvinges indenfor, møblerne blegner, og grillaftenen flyttes til skyggen ved naboens hæk. En terrasse uden skygge er en terrasse, du næsten ikke bruger.</p>

<!-- GIF 1: byt ut bilden nedan mot en animerad GIF (problem) -->
<p style=""text-align:center;""><img src=""https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fb33a89a-fe06-4ee1-8d11-27d932fd86d8.jpg?v=1782024307"" alt=""Solsejl over terrasse"" style=""max-width:100%;border-radius:12px;""></p>

<h2>Kølig skygge på få minutter</h2>
<p>Vores trekantede solsejl spændes op over terrassen, poolen eller legeområdet og skaber med det samme en kølig, skygget zone. Det UV-beskyttende stof med sølvbelægning reflekterer solens varme i stedet for at lukke den igennem – så du kan nyde udendørslivet hele dagen. Reb medfølger i hvert hjørne, så du er oppe og klar på få minutter.</p>

<!-- GIF 2: byt ut bilden nedan mot en animerad GIF (lösning/montering) -->
<p style=""text-align:center;""><img src=""https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4958061b-0c95-4f3b-815e-45dedbf651b5.jpg?v=1782024307"" alt=""Solsejl sat op i haven"" style=""max-width:100%;border-radius:12px;""></p>

<h2>Funktioner</h2>
<ul>
<li>
<strong>Effektiv UV-beskyttelse</strong> – sølvbelægningen reflekterer sollys og holder varmen væk.</li>
<li>
<strong>Holdbart udendørsstof</strong> – polyester, der klarer sol, vind og regn sæson efter sæson.</li>
<li>
<strong>Kraftige hjørner med D-ringe</strong> – stabil ophængning, der holder selv i blæsevejr.</li>
<li>
<strong>Reb medfølger</strong> – alt du skal bruge for at montere med det samme.</li>
<li>
<strong>To størrelser</strong> – 3×3×3 m og 4×4×4 m til forskellige arealer.</li>
<li>
<strong>Stilren khaki</strong> – passer til de fleste haver og terrasser.</li>
</ul>

<p style=""text-align:center;""><img src=""https://cdn.shopify.com/s/files/1/1013/0322/2621/files/745598c5-a3e1-44c8-b50c-a4c43e877b51.jpg?v=1782024307"" alt=""Kraftigt hjørne med D-ring"" style=""max-width:100%;border-radius:12px;""></p>

<h2>30 dages tilfreds-kunde-garanti</h2>
<p>Giv terrassen den skygge, den fortjener. Er du ikke helt tilfreds inden 30 dage, får du pengene tilbage – ingen risiko for dig. Bestil i dag inden sommerens solrigeste dage.</p>

</div>",Bæverbutikken,Have & udendørs,"skyggesejl, solsejl, test, have, terrasse, udendørs, uv-beskyttelse",FALSE,Størrelse,3×3×3 m,,,,,BAEVER-GARD-006-1,shopify,18,continue,manual,329.00,409.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/37df421f-8d3b-4937-9a6e-b8e58f24d716.jpg?v=1782024307,1,Trekantet solsejl khaki,FALSE,Trekantet Solsejl – UV-beskyttelse til Terrassen,"Skab kølig skygge på minutter. UV-reflekterende solsejl til have, pool og terrasse. 30 dages garanti.",draft
trekantet-solsejl-uv-beskyttelse-til-have-terrasse,,,,,,,Størrelse,4×4×4 m,,,,,BAEVER-GARD-006-2,shopify,19,continue,manual,459.00,569.00,TRUE,TRUE,,,,,,,
trekantet-solsejl-uv-beskyttelse-til-have-terrasse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4958061b-0c95-4f3b-815e-45dedbf651b5.jpg?v=1782024307,2,Solsejl sat op i haven,,,,
trekantet-solsejl-uv-beskyttelse-til-have-terrasse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ef01e88e-865f-4079-8511-8fda5565411a.jpg?v=1782024308,3,Solsejl UV-beskyttelse,,,,
trekantet-solsejl-uv-beskyttelse-til-have-terrasse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fb33a89a-fe06-4ee1-8d11-27d932fd86d8.jpg?v=1782024307,4,Solsejl over terrasse,,,,
trekantet-solsejl-uv-beskyttelse-til-have-terrasse,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2b62019d-3370-4a42-95fe-874998e74dd0.jpg?v=1782024307,5,Solsejl detalje søm,,,,
